report_date,state,confirmed,deaths,new_cases,new_deaths,cfr
2021-10-06,District of Columbia,61978,1180,115.0,1.0,0.019
2021-10-07,District of Columbia,62098,1181,120.0,1.0,0.019
2021-10-08,District of Columbia,62266,1182,168.0,1.0,0.019
2021-10-09,District of Columbia,62702,1182,436.0,0.0,0.0189
2021-10-10,District of Columbia,62702,1182,0.0,0.0,0.0189
2021-10-11,District of Columbia,62702,1182,0.0,0.0,0.0189
2021-10-12,District of Columbia,62702,1182,0.0,0.0,0.0189
2021-10-13,District of Columbia,62750,1183,48.0,1.0,0.0189
2021-10-14,District of Columbia,62852,1183,102.0,0.0,0.0188
2021-10-15,District of Columbia,62976,1183,124.0,0.0,0.0188
2021-10-16,District of Columbia,62976,1183,0.0,0.0,0.0188
2021-10-17,District of Columbia,62976,1183,0.0,0.0,0.0188
2021-10-18,District of Columbia,63305,1184,329.0,1.0,0.0187
2021-10-19,District of Columbia,63345,1185,40.0,1.0,0.0187
2021-10-20,District of Columbia,63400,1185,55.0,0.0,0.0187
2021-10-21,District of Columbia,63474,1186,74.0,1.0,0.0187
2021-10-22,District of Columbia,63588,1186,114.0,0.0,0.0187
2021-10-23,District of Columbia,63588,1186,0.0,0.0,0.0187
2021-10-24,District of Columbia,63588,1186,0.0,0.0,0.0187
2021-10-25,District of Columbia,63879,1186,291.0,0.0,0.0186
2021-10-26,District of Columbia,63919,1187,40.0,1.0,0.0186
2021-10-27,District of Columbia,63990,1187,71.0,0.0,0.0185
2021-10-28,District of Columbia,64108,1188,118.0,1.0,0.0185
2021-10-29,District of Columbia,64240,1190,132.0,2.0,0.0185
2021-10-30,District of Columbia,64240,1190,0.0,0.0,0.0185
2021-10-31,District of Columbia,64240,1190,0.0,0.0,0.0185
2021-11-01,District of Columbia,64470,1191,230.0,1.0,0.0185
2021-11-02,District of Columbia,64541,1193,71.0,2.0,0.0185
2021-11-03,District of Columbia,64602,1193,61.0,0.0,0.0185
2021-11-04,District of Columbia,64708,1193,106.0,0.0,0.0184
2021-11-05,District of Columbia,64799,1193,91.0,0.0,0.0184
2021-11-06,District of Columbia,64799,1193,0.0,0.0,0.0184
2021-11-07,District of Columbia,64799,1193,0.0,0.0,0.0184
2021-11-08,District of Columbia,65050,1193,251.0,0.0,0.0183
2021-11-09,District of Columbia,65094,1193,44.0,0.0,0.0183
2021-11-10,District of Columbia,65159,1193,65.0,0.0,0.0183
2021-11-11,District of Columbia,65159,1193,0.0,0.0,0.0183
2021-11-12,District of Columbia,65371,1194,212.0,1.0,0.0183
2021-11-13,District of Columbia,65371,1194,0.0,0.0,0.0183
2021-11-14,District of Columbia,65371,1194,0.0,0.0,0.0183
2021-11-15,District of Columbia,65623,1195,252.0,1.0,0.0182
2021-11-16,District of Columbia,65707,1195,84.0,0.0,0.0182
2021-11-17,District of Columbia,65793,1195,86.0,0.0,0.0182
2021-11-18,District of Columbia,65889,1196,96.0,1.0,0.0182
2021-11-19,District of Columbia,66028,1196,139.0,0.0,0.0181
2021-11-20,District of Columbia,66028,1196,0.0,0.0,0.0181
2021-11-21,District of Columbia,66028,1196,0.0,0.0,0.0181
2021-11-22,District of Columbia,66347,1196,319.0,0.0,0.018
2021-11-23,District of Columbia,66433,1196,86.0,0.0,0.018
2021-11-24,District of Columbia,66510,1196,77.0,0.0,0.018
2021-11-25,District of Columbia,66510,1196,0.0,0.0,0.018
2021-11-26,District of Columbia,66510,1196,0.0,0.0,0.018
2021-11-27,District of Columbia,66510,1196,0.0,0.0,0.018
2021-11-28,District of Columbia,66510,1196,0.0,0.0,0.018
2021-11-29,District of Columbia,66857,1196,347.0,0.0,0.0179
2021-11-30,District of Columbia,66912,1196,55.0,0.0,0.0179
2021-12-01,District of Columbia,67047,1196,135.0,0.0,0.0178
2021-12-02,District of Columbia,67173,1197,126.0,1.0,0.0178
2021-12-03,District of Columbia,67430,1197,257.0,0.0,0.0178
2021-12-04,District of Columbia,67430,1197,0.0,0.0,0.0178
2021-12-05,District of Columbia,67430,1197,0.0,0.0,0.0178
2021-12-06,District of Columbia,67998,1197,568.0,0.0,0.0176
2021-12-07,District of Columbia,68134,1197,136.0,0.0,0.0176
2021-12-08,District of Columbia,68262,1197,128.0,0.0,0.0175
2021-12-09,District of Columbia,68460,1197,198.0,0.0,0.0175
2021-12-10,District of Columbia,68702,1199,242.0,2.0,0.0175
2021-12-11,District of Columbia,68702,1199,0.0,0.0,0.0175
2021-12-12,District of Columbia,68702,1199,0.0,0.0,0.0175
2021-12-13,District of Columbia,68702,1199,0.0,0.0,0.0175
2021-12-14,District of Columbia,69540,1203,838.0,4.0,0.0173
2021-12-15,District of Columbia,69867,1203,327.0,0.0,0.0172
2021-12-16,District of Columbia,70375,1204,508.0,1.0,0.0171
2021-12-17,District of Columbia,71219,1206,844.0,2.0,0.0169
2021-12-18,District of Columbia,71219,1206,0.0,0.0,0.0169
2021-12-19,District of Columbia,71219,1206,0.0,0.0,0.0169
2021-12-20,District of Columbia,71219,1206,0.0,0.0,0.0169
2021-12-21,District of Columbia,76137,1207,4918.0,1.0,0.0159
2021-12-22,District of Columbia,77661,1207,1524.0,0.0,0.0155
2021-12-23,District of Columbia,79565,1207,1904.0,0.0,0.0152
2021-12-24,District of Columbia,79565,1207,0.0,0.0,0.0152
2021-12-25,District of Columbia,79565,1207,0.0,0.0,0.0152
2021-12-26,District of Columbia,79565,1207,0.0,0.0,0.0152
2021-12-27,District of Columbia,88765,1209,9200.0,2.0,0.0136
2021-12-28,District of Columbia,90633,1209,1868.0,0.0,0.0133
2021-12-29,District of Columbia,92045,1210,1412.0,1.0,0.0131
2021-12-30,District of Columbia,94286,1211,2241.0,1.0,0.0128
2021-12-31,District of Columbia,94286,1211,0.0,0.0,0.0128
2022-01-01,District of Columbia,94286,1211,0.0,0.0,0.0128
2022-01-02,District of Columbia,94286,1211,0.0,0.0,0.0128
2022-01-03,District of Columbia,103487,1218,9201.0,7.0,0.0118
2022-01-04,District of Columbia,105493,1220,2006.0,2.0,0.0116
2022-01-05,District of Columbia,106819,1222,1326.0,2.0,0.0114
2022-01-06,District of Columbia,106819,1222,0.0,0.0,0.0114
2022-01-07,District of Columbia,108112,1225,1293.0,3.0,0.0113
2022-01-08,District of Columbia,110040,1227,1928.0,2.0,0.0112
2022-01-09,District of Columbia,110040,1227,0.0,0.0,0.0112
2022-01-10,District of Columbia,116278,1233,6238.0,6.0,0.0106
2022-01-11,District of Columbia,117586,1237,1308.0,4.0,0.0105
2022-01-12,District of Columbia,118802,1240,1216.0,3.0,0.0104
2022-01-13,District of Columbia,120327,1245,1525.0,5.0,0.0103
2022-01-14,District of Columbia,121871,1255,1544.0,10.0,0.0103
2022-01-15,District of Columbia,121871,1255,0.0,0.0,0.0103
2022-01-16,District of Columbia,121871,1255,0.0,0.0,0.0103
2022-01-17,District of Columbia,121871,1255,0.0,0.0,0.0103
2022-01-18,District of Columbia,125707,1260,3836.0,5.0,0.01
2022-01-19,District of Columbia,126187,1263,480.0,3.0,0.01
2022-01-20,District of Columbia,126187,1263,0.0,0.0,0.01
2022-01-21,District of Columbia,127200,1267,1013.0,4.0,0.01
2022-01-22,District of Columbia,127200,1267,0.0,0.0,0.01
2022-01-23,District of Columbia,127200,1267,0.0,0.0,0.01
2022-01-24,District of Columbia,128550,1275,1350.0,8.0,0.0099
2022-01-25,District of Columbia,128739,1278,189.0,3.0,0.0099
2022-01-26,District of Columbia,129108,1280,369.0,2.0,0.0099
2022-01-27,District of Columbia,129479,1282,371.0,2.0,0.0099
2022-01-28,District of Columbia,129817,1284,338.0,2.0,0.0099
2022-01-29,District of Columbia,129817,1284,0.0,0.0,0.0099
2022-01-30,District of Columbia,129817,1284,0.0,0.0,0.0099
2022-01-31,District of Columbia,129817,1284,0.0,0.0,0.0099
2022-02-01,District of Columbia,130949,1290,1132.0,6.0,0.0099
2022-02-02,District of Columbia,131093,1290,144.0,0.0,0.0098
2022-02-03,District of Columbia,131284,1291,191.0,1.0,0.0098
2022-02-04,District of Columbia,131543,1293,259.0,2.0,0.0098
2022-02-05,District of Columbia,131543,1293,0.0,0.0,0.0098
2022-02-06,District of Columbia,131543,1293,0.0,0.0,0.0098
2022-02-07,District of Columbia,132170,1304,627.0,11.0,0.0099
2022-02-08,District of Columbia,132257,1304,87.0,0.0,0.0099
2022-02-09,District of Columbia,132884,1305,627.0,1.0,0.0098
2022-02-10,District of Columbia,132628,1305,0.0,0.0,0.0098
2022-02-11,District of Columbia,132820,1309,192.0,4.0,0.0099
2022-02-12,District of Columbia,132820,1309,0.0,0.0,0.0099
2022-02-13,District of Columbia,132820,1309,0.0,0.0,0.0099
2022-02-14,District of Columbia,133295,1309,475.0,0.0,0.0098
2022-02-15,District of Columbia,133339,1309,44.0,0.0,0.0098
2022-02-16,District of Columbia,133459,1311,120.0,2.0,0.0098
2022-02-17,District of Columbia,133587,1313,128.0,2.0,0.0098
2022-02-18,District of Columbia,133697,1314,110.0,1.0,0.0098
2022-02-19,District of Columbia,133697,1314,0.0,0.0,0.0098
2022-02-20,District of Columbia,133697,1314,0.0,0.0,0.0098
2022-02-21,District of Columbia,133697,1314,0.0,0.0,0.0098
2022-02-22,District of Columbia,134066,1315,369.0,1.0,0.0098
2022-02-23,District of Columbia,134114,1317,48.0,2.0,0.0098
2022-02-24,District of Columbia,134326,1317,212.0,0.0,0.0098
2022-02-25,District of Columbia,134326,1317,0.0,0.0,0.0098
2022-02-26,District of Columbia,134326,1317,0.0,0.0,0.0098
2022-02-27,District of Columbia,134326,1317,0.0,0.0,0.0098
2022-02-28,District of Columbia,134564,1318,238.0,1.0,0.0098
2022-03-01,District of Columbia,134678,1321,114.0,3.0,0.0098
2022-03-02,District of Columbia,134678,1321,0.0,0.0,0.0098
2022-03-03,District of Columbia,134678,1321,0.0,0.0,0.0098
2022-03-04,District of Columbia,134678,1321,0.0,0.0,0.0098
2022-03-05,District of Columbia,134678,1321,0.0,0.0,0.0098
2022-03-06,District of Columbia,134678,1321,0.0,0.0,0.0098
2022-03-07,District of Columbia,134678,1321,0.0,0.0,0.0098
2022-03-08,District of Columbia,135086,1324,408.0,3.0,0.0098
2022-03-09,District of Columbia,135086,1324,0.0,0.0,0.0098
2022-03-10,District of Columbia,135223,1326,137.0,2.0,0.0098
2022-03-11,District of Columbia,135223,1326,0.0,0.0,0.0098
2022-03-12,District of Columbia,135223,1326,0.0,0.0,0.0098
2022-03-13,District of Columbia,135223,1326,0.0,0.0,0.0098
2022-03-14,District of Columbia,135223,1326,0.0,0.0,0.0098
2022-03-15,District of Columbia,135223,1326,0.0,0.0,0.0098
2022-03-16,District of Columbia,135575,1327,352.0,1.0,0.0098
2022-03-17,District of Columbia,135681,1327,106.0,0.0,0.0098
2022-03-18,District of Columbia,135752,1327,71.0,0.0,0.0098
2022-03-19,District of Columbia,135752,1327,0.0,0.0,0.0098
2022-03-20,District of Columbia,135752,1327,0.0,0.0,0.0098
2022-03-21,District of Columbia,135884,1329,132.0,2.0,0.0098
2022-03-22,District of Columbia,135955,1329,71.0,0.0,0.0098
2022-03-23,District of Columbia,136062,1329,107.0,0.0,0.0098
2022-03-24,District of Columbia,136213,1331,151.0,2.0,0.0098
2022-03-25,District of Columbia,136322,1331,109.0,0.0,0.0098
2022-03-26,District of Columbia,136322,1331,0.0,0.0,0.0098
2022-03-27,District of Columbia,136322,1331,0.0,0.0,0.0098
2022-03-28,District of Columbia,136506,1331,184.0,0.0,0.0098
2022-03-29,District of Columbia,136598,1331,92.0,0.0,0.0097
2022-03-30,District of Columbia,136598,1331,0.0,0.0,0.0097
2022-03-31,District of Columbia,136886,1333,288.0,2.0,0.0097
2022-04-01,District of Columbia,136886,1333,0.0,0.0,0.0097
2022-04-02,District of Columbia,136886,1333,0.0,0.0,0.0097
2022-04-03,District of Columbia,136886,1333,0.0,0.0,0.0097
2022-04-04,District of Columbia,136886,1333,0.0,0.0,0.0097
2022-04-05,District of Columbia,136886,1333,0.0,0.0,0.0097
2022-04-06,District of Columbia,137603,1333,717.0,0.0,0.0097
2022-04-07,District of Columbia,137603,1333,0.0,0.0,0.0097
2022-04-08,District of Columbia,137603,1333,0.0,0.0,0.0097
2022-04-09,District of Columbia,137603,1333,0.0,0.0,0.0097
2022-04-10,District of Columbia,137603,1333,0.0,0.0,0.0097
2022-04-11,District of Columbia,137603,1333,0.0,0.0,0.0097
2022-04-12,District of Columbia,138939,1333,1336.0,0.0,0.0096
2022-04-13,District of Columbia,139160,1333,221.0,0.0,0.0096
2022-04-14,District of Columbia,139160,1333,0.0,0.0,0.0096
2022-04-15,District of Columbia,139772,1333,612.0,0.0,0.0095
2022-04-16,District of Columbia,139772,1333,0.0,0.0,0.0095
2022-04-17,District of Columbia,139772,1333,0.0,0.0,0.0095
2022-04-18,District of Columbia,139772,1333,0.0,0.0,0.0095
2022-04-19,District of Columbia,139772,1333,0.0,0.0,0.0095
2022-04-20,District of Columbia,140674,1333,902.0,0.0,0.0095
2022-04-21,District of Columbia,140845,1333,171.0,0.0,0.0095
2022-04-22,District of Columbia,140845,1333,0.0,0.0,0.0095
2022-04-23,District of Columbia,141355,1335,510.0,2.0,0.0094
2022-04-24,District of Columbia,141355,1335,0.0,0.0,0.0094
2022-04-25,District of Columbia,141355,1335,0.0,0.0,0.0094
2022-04-26,District of Columbia,141355,1335,0.0,0.0,0.0094
2022-04-27,District of Columbia,141943,1340,588.0,5.0,0.0094
2022-04-28,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-04-29,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-04-30,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-01,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-02,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-03,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-04,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-05,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-06,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-07,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-08,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-09,District of Columbia,141943,1340,0.0,0.0,0.0094
2022-05-10,District of Columbia,143005,1340,1062.0,0.0,0.0094
2022-05-11,District of Columbia,143005,1340,0.0,0.0,0.0094
2022-05-12,District of Columbia,143943,1340,938.0,0.0,0.0093
2022-05-13,District of Columbia,144675,1340,732.0,0.0,0.0093
2022-05-14,District of Columbia,145187,1341,512.0,1.0,0.0092
2022-05-15,District of Columbia,145187,1341,0.0,0.0,0.0092
2022-05-16,District of Columbia,145187,1341,0.0,0.0,0.0092
2022-05-17,District of Columbia,145846,1342,659.0,1.0,0.0092
2022-05-18,District of Columbia,146163,1342,317.0,0.0,0.0092
2022-05-19,District of Columbia,146520,1342,357.0,0.0,0.0092
2022-05-20,District of Columbia,146904,1342,384.0,0.0,0.0091
2022-05-21,District of Columbia,147210,1342,306.0,0.0,0.0091
2022-05-22,District of Columbia,147210,1342,0.0,0.0,0.0091
2022-05-23,District of Columbia,147210,1342,0.0,0.0,0.0091
2022-05-24,District of Columbia,147819,1342,609.0,0.0,0.0091
2022-05-25,District of Columbia,148270,1342,451.0,0.0,0.0091
2022-05-26,District of Columbia,148843,1342,573.0,0.0,0.009
2022-05-27,District of Columbia,149271,1342,428.0,0.0,0.009
2022-05-28,District of Columbia,149271,1342,0.0,0.0,0.009
2022-05-29,District of Columbia,149271,1342,0.0,0.0,0.009
2022-05-30,District of Columbia,149271,1342,0.0,0.0,0.009
2022-05-31,District of Columbia,149638,1342,367.0,0.0,0.009
2022-06-01,District of Columbia,150303,1343,665.0,1.0,0.0089
2022-06-02,District of Columbia,150495,1346,192.0,3.0,0.0089
2022-06-03,District of Columbia,150783,1346,288.0,0.0,0.0089
2022-06-04,District of Columbia,151005,1347,222.0,1.0,0.0089
2022-06-05,District of Columbia,151005,1347,0.0,0.0,0.0089
2022-06-06,District of Columbia,151005,1347,0.0,0.0,0.0089
2022-06-07,District of Columbia,151652,1347,647.0,0.0,0.0089
2022-06-08,District of Columbia,151978,1348,326.0,1.0,0.0089
2022-06-09,District of Columbia,152252,1348,274.0,0.0,0.0089
2022-06-10,District of Columbia,152553,1348,301.0,0.0,0.0088
2022-06-11,District of Columbia,152799,1348,246.0,0.0,0.0088
2022-06-12,District of Columbia,152799,1348,0.0,0.0,0.0088
2022-06-13,District of Columbia,152799,1348,0.0,0.0,0.0088
2022-06-14,District of Columbia,153244,1348,445.0,0.0,0.0088
2022-06-15,District of Columbia,153436,1348,192.0,0.0,0.0088
2022-06-16,District of Columbia,153661,1348,225.0,0.0,0.0088
2022-06-17,District of Columbia,153903,1349,242.0,1.0,0.0088
2022-06-18,District of Columbia,153903,1349,0.0,0.0,0.0088
2022-06-19,District of Columbia,153903,1349,0.0,0.0,0.0088
2022-06-20,District of Columbia,153903,1349,0.0,0.0,0.0088
2022-06-21,District of Columbia,154165,1349,262.0,0.0,0.0088
2022-06-22,District of Columbia,155026,1349,861.0,0.0,0.0087
2022-06-23,District of Columbia,155268,1349,242.0,0.0,0.0087
2022-06-24,District of Columbia,155268,1349,0.0,0.0,0.0087
2022-06-25,District of Columbia,155817,1349,549.0,0.0,0.0087
2022-06-26,District of Columbia,155817,1349,0.0,0.0,0.0087
2022-06-27,District of Columbia,155817,1349,0.0,0.0,0.0087
2022-06-28,District of Columbia,155817,1349,0.0,0.0,0.0087
2022-06-29,District of Columbia,156557,1349,740.0,0.0,0.0086
2022-06-30,District of Columbia,156802,1349,245.0,0.0,0.0086
2022-07-01,District of Columbia,157041,1351,239.0,2.0,0.0086
2022-07-02,District of Columbia,157041,1351,0.0,0.0,0.0086
2022-07-03,District of Columbia,157041,1351,0.0,0.0,0.0086
2022-07-04,District of Columbia,157041,1351,0.0,0.0,0.0086
2022-07-05,District of Columbia,157303,1351,262.0,0.0,0.0086
2022-07-06,District of Columbia,157303,1351,0.0,0.0,0.0086
2022-07-07,District of Columbia,158073,1351,770.0,0.0,0.0085
2022-07-08,District of Columbia,158281,1352,208.0,1.0,0.0085
2022-07-09,District of Columbia,158281,1352,0.0,0.0,0.0085
2022-07-10,District of Columbia,158281,1352,0.0,0.0,0.0085
2022-07-11,District of Columbia,158548,1355,267.0,3.0,0.0085
2022-07-12,District of Columbia,159055,1355,507.0,0.0,0.0085
2022-07-13,District of Columbia,159289,1354,234.0,0.0,0.0085
2022-07-14,District of Columbia,159494,1354,205.0,0.0,0.0085
2022-07-15,District of Columbia,159729,1354,235.0,0.0,0.0085
2022-07-16,District of Columbia,159729,1354,0.0,0.0,0.0085
2022-07-17,District of Columbia,159729,1354,0.0,0.0,0.0085
2022-07-18,District of Columbia,159729,1355,0.0,1.0,0.0085
2022-07-19,District of Columbia,160533,1356,804.0,1.0,0.0084
2022-07-20,District of Columbia,160723,1363,190.0,7.0,0.0085
2022-07-21,District of Columbia,160952,1363,229.0,0.0,0.0085
2022-07-22,District of Columbia,161169,1363,217.0,0.0,0.0085
2022-07-23,District of Columbia,161169,1363,0.0,0.0,0.0085
2022-07-24,District of Columbia,161169,1363,0.0,0.0,0.0085
2022-07-25,District of Columbia,161415,1363,246.0,0.0,0.0084
2022-07-26,District of Columbia,161415,1363,0.0,0.0,0.0084
2022-07-27,District of Columbia,162098,1363,683.0,0.0,0.0084
2022-07-28,District of Columbia,162327,1364,229.0,1.0,0.0084
2022-07-29,District of Columbia,162519,1364,192.0,0.0,0.0084
2022-07-30,District of Columbia,162519,1364,0.0,0.0,0.0084
2022-07-31,District of Columbia,162519,1364,0.0,0.0,0.0084
2022-08-01,District of Columbia,162692,1364,173.0,0.0,0.0084
2022-08-02,District of Columbia,162692,1364,0.0,0.0,0.0084
2022-08-03,District of Columbia,163192,1364,500.0,0.0,0.0084
2022-08-04,District of Columbia,163307,1369,115.0,5.0,0.0084
2022-08-05,District of Columbia,163429,1369,122.0,0.0,0.0084
2022-08-06,District of Columbia,163429,1369,0.0,0.0,0.0084
2022-08-07,District of Columbia,163429,1369,0.0,0.0,0.0084
2022-08-08,District of Columbia,163557,1369,128.0,0.0,0.0084
2022-08-09,District of Columbia,163915,1369,358.0,0.0,0.0084
2022-08-10,District of Columbia,164022,1369,107.0,0.0,0.0083
2022-08-11,District of Columbia,164253,1369,231.0,0.0,0.0083
2022-08-12,District of Columbia,164373,1374,120.0,5.0,0.0084
2022-08-13,District of Columbia,164373,1374,0.0,0.0,0.0084
2022-08-14,District of Columbia,164373,1374,0.0,0.0,0.0084
2022-08-15,District of Columbia,164471,1374,98.0,0.0,0.0084
2022-08-16,District of Columbia,164589,1374,118.0,0.0,0.0083
2022-08-17,District of Columbia,164724,1374,135.0,0.0,0.0083
2022-08-18,District of Columbia,164815,1374,91.0,0.0,0.0083
2022-08-19,District of Columbia,165055,1376,240.0,2.0,0.0083
2022-08-20,District of Columbia,165055,1376,0.0,0.0,0.0083
2022-08-21,District of Columbia,165055,1376,0.0,0.0,0.0083
2022-08-22,District of Columbia,165055,1376,0.0,0.0,0.0083
2022-08-23,District of Columbia,165478,1376,423.0,0.0,0.0083
2022-08-24,District of Columbia,165573,1376,95.0,0.0,0.0083
2022-08-25,District of Columbia,165667,1381,94.0,5.0,0.0083
2022-08-26,District of Columbia,165774,1381,107.0,0.0,0.0083
2022-08-27,District of Columbia,165774,1381,0.0,0.0,0.0083
2022-08-28,District of Columbia,165774,1381,0.0,0.0,0.0083
2022-08-29,District of Columbia,165774,1381,0.0,0.0,0.0083
2022-08-30,District of Columbia,166086,1381,312.0,0.0,0.0083
2022-08-31,District of Columbia,166166,1381,80.0,0.0,0.0083
2022-09-01,District of Columbia,166275,1382,109.0,1.0,0.0083
2022-09-02,District of Columbia,166381,1382,106.0,0.0,0.0083
2022-09-03,District of Columbia,166381,1382,0.0,0.0,0.0083
2022-09-04,District of Columbia,166381,1382,0.0,0.0,0.0083
2022-09-05,District of Columbia,166381,1382,0.0,0.0,0.0083
2022-09-06,District of Columbia,166474,1382,93.0,0.0,0.0083
2022-09-07,District of Columbia,166724,1382,250.0,0.0,0.0083
2022-09-08,District of Columbia,166784,1382,60.0,0.0,0.0083
2022-09-09,District of Columbia,166893,1382,109.0,0.0,0.0083
2022-09-10,District of Columbia,166893,1382,0.0,0.0,0.0083
2022-09-11,District of Columbia,166893,1382,0.0,0.0,0.0083
2022-09-12,District of Columbia,166893,1382,0.0,0.0,0.0083
2022-09-13,District of Columbia,166893,1382,0.0,0.0,0.0083
2022-09-14,District of Columbia,167242,1382,349.0,0.0,0.0083
2022-09-15,District of Columbia,167342,1382,100.0,0.0,0.0083
2022-09-16,District of Columbia,167420,1382,78.0,0.0,0.0083
2022-09-17,District of Columbia,167420,1382,0.0,0.0,0.0083
2022-09-18,District of Columbia,167420,1382,0.0,0.0,0.0083
2022-09-19,District of Columbia,167489,1382,69.0,0.0,0.0083
2022-09-20,District of Columbia,167796,1382,307.0,0.0,0.0082
2022-09-21,District of Columbia,167857,1383,61.0,1.0,0.0082
2022-09-22,District of Columbia,167857,1383,0.0,0.0,0.0082
2022-09-23,District of Columbia,168032,1383,175.0,0.0,0.0082
2022-09-24,District of Columbia,168032,1383,0.0,0.0,0.0082
2022-09-25,District of Columbia,168032,1383,0.0,0.0,0.0082
2022-09-26,District of Columbia,168141,1383,109.0,0.0,0.0082
2022-09-27,District of Columbia,168301,1382,160.0,0.0,0.0082
2022-09-28,District of Columbia,168359,1382,58.0,0.0,0.0082
2022-09-29,District of Columbia,168439,1392,80.0,10.0,0.0083
2022-09-30,District of Columbia,168514,1392,75.0,0.0,0.0083
2022-10-01,District of Columbia,168514,1392,0.0,0.0,0.0083
2022-10-02,District of Columbia,168514,1392,0.0,0.0,0.0083
2022-10-03,District of Columbia,168576,1392,62.0,0.0,0.0083
2022-10-04,District of Columbia,168614,1392,38.0,0.0,0.0083
2022-10-05,District of Columbia,168642,1392,28.0,0.0,0.0083
2022-10-06,District of Columbia,168660,1392,18.0,0.0,0.0083
2022-10-07,District of Columbia,168678,1392,18.0,0.0,0.0083
2022-10-08,District of Columbia,168678,1392,0.0,0.0,0.0083
2022-10-09,District of Columbia,168678,1392,0.0,0.0,0.0083
2022-10-10,District of Columbia,168678,1392,0.0,0.0,0.0083
2022-10-11,District of Columbia,168719,1392,41.0,0.0,0.0083
2022-10-12,District of Columbia,168760,1392,41.0,0.0,0.0082
2022-10-13,District of Columbia,168796,1392,36.0,0.0,0.0082
2022-10-14,District of Columbia,169116,1392,320.0,0.0,0.0082
2022-10-15,District of Columbia,169116,1392,0.0,0.0,0.0082
2022-10-16,District of Columbia,169116,1392,0.0,0.0,0.0082
2022-10-17,District of Columbia,169149,1392,33.0,0.0,0.0082
2022-10-18,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-19,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-20,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-21,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-22,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-23,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-24,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-25,District of Columbia,169149,1392,0.0,0.0,0.0082
2022-10-26,District of Columbia,169436,1392,287.0,0.0,0.0082
2022-10-27,District of Columbia,169436,1392,0.0,0.0,0.0082
2022-10-28,District of Columbia,169709,1397,273.0,5.0,0.0082
2022-10-29,District of Columbia,169709,1397,0.0,0.0,0.0082
2022-10-30,District of Columbia,169709,1397,0.0,0.0,0.0082
2022-10-31,District of Columbia,169709,1397,0.0,0.0,0.0082
2022-11-01,District of Columbia,169709,1397,0.0,0.0,0.0082
2022-11-02,District of Columbia,169709,1397,0.0,0.0,0.0082
2022-11-03,District of Columbia,170041,1397,332.0,0.0,0.0082
2022-11-04,District of Columbia,170041,1397,0.0,0.0,0.0082
2022-11-05,District of Columbia,170041,1397,0.0,0.0,0.0082
2022-11-06,District of Columbia,170041,1397,0.0,0.0,0.0082
2022-11-07,District of Columbia,170041,1397,0.0,0.0,0.0082
2022-11-08,District of Columbia,170041,1397,0.0,0.0,0.0082
2022-11-09,District of Columbia,170041,1397,0.0,0.0,0.0082
2022-11-10,District of Columbia,170482,1402,441.0,5.0,0.0082
2022-11-11,District of Columbia,170482,1402,0.0,0.0,0.0082
2022-11-12,District of Columbia,170482,1402,0.0,0.0,0.0082
2022-11-13,District of Columbia,170482,1402,0.0,0.0,0.0082
2022-11-14,District of Columbia,170482,1402,0.0,0.0,0.0082
2022-11-15,District of Columbia,170482,1402,0.0,0.0,0.0082
2022-11-16,District of Columbia,170482,1402,0.0,0.0,0.0082
2022-11-17,District of Columbia,170482,1402,0.0,0.0,0.0082
2022-11-18,District of Columbia,170750,1403,268.0,1.0,0.0082
2022-11-19,District of Columbia,170750,1403,0.0,0.0,0.0082
2022-11-20,District of Columbia,170750,1403,0.0,0.0,0.0082
2022-11-21,District of Columbia,170750,1403,0.0,0.0,0.0082
2022-11-22,District of Columbia,170750,1403,0.0,0.0,0.0082
2022-11-23,District of Columbia,170750,1403,0.0,0.0,0.0082
2022-11-24,District of Columbia,170750,1403,0.0,0.0,0.0082
2022-11-25,District of Columbia,171317,1403,567.0,0.0,0.0082
2022-11-26,District of Columbia,171317,1403,0.0,0.0,0.0082
2022-11-27,District of Columbia,171317,1403,0.0,0.0,0.0082
2022-11-28,District of Columbia,171317,1403,0.0,0.0,0.0082
2022-11-29,District of Columbia,171317,1403,0.0,0.0,0.0082
2022-11-30,District of Columbia,171317,1403,0.0,0.0,0.0082
2022-12-01,District of Columbia,171608,1407,291.0,4.0,0.0082
2022-12-02,District of Columbia,171608,1407,0.0,0.0,0.0082
